ITEM: TIMESTEP
15800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
50 49.2125 
51 -71.9533 
52 39.6908 
53 -83.2713 
54 161.758 
55 38.7963 
56 -86.4396 
57 150.598 
58 -92.5816 
59 22.284 
60 149.317 
61 -85.0768 
62 41.2111 
63 165.784 
64 36.7194 
65 -80.2946 
66 159.983 
67 42.9688 
68 -70.9531 
69 -84.3112 
70 158.675 
71 44.7529 
72 -174.707 
73 60.5599 
74 -57.0611 
75 -173.927 
76 56.9494 
77 -63.6663 
78 178.924 
79 58.3086 
80 -51.9518 
81 -69.7948 
82 169.59 
83 59.3291 
84 -162.246 
85 -40.7082 
86 87.2024 
87 149.578 
88 22.0179 
89 -91.2994 
90 145.745 
91 32.4277 
92 -86.6947 
93 -99.6611 
94 147.022 
95 27.8991 
96 -166.599 
97 71.337 
98 -53.5109 
99 138.011 
100 -93.2999 
101 20.9747 
102 -174.841 
103 50.6865 
104 -63.3296 
105 167.312 
106 53.2959 
107 -58.2157 
108 -65.0072 
109 -179.023 
110 69.4652 
111 136.495 
112 16.8016 
113 -99.9179 
114 16.3242 
115 150.773 
116 -95.4451 
ITEM: TIMESTEP
39400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -17.8536 
2 -127.918 
3 99.851 
4 178.266 
5 57.042 
6 -64.6292 
7 171.973 
8 50.3019 
9 -66.8032 
10 -65.1011 
11 173.228 
12 56.1226 
13 164.74 
14 -75.7425 
15 50.14 
16 159.568 
17 43.4451 
18 -69.4397 
19 171.826 
20 156.016 
21 42.8994 
22 -73.171 
23 -86.6958 
24 160.188 
25 44.1174 
26 41.013 
27 -72.1033 
28 176.241 
29 65.3408 
30 -56.8751 
31 -161.823 
32 -34.7471 
33 89.9731 
34 -173.591 
35 -55.506 
36 64.8343 
37 149.414 
38 33.5934 
39 -83.646 
40 153.146 
41 35.9062 
42 -91.0339 
43 -95.4815 
44 147.279 
45 20.339 
46 -177.748 
47 53.9343 
48 -65.0671 
49 -176.162 
50 66.6798 
51 -52.3664 
52 6.33728 
53 -103.883 
54 136.452 
55 26.2319 
56 -107.862 
57 141.918 
58 -107.756 
59 8.4463 
60 169.937 
61 -56.2994 
62 61.7689 
63 178.26 
64 46.6914 
65 -69.4511 
66 162.89 
67 46.7478 
68 -65.5407 
69 -70.7648 
70 173.093 
71 60.8043 
72 -174.18 
73 61.7741 
74 -50.0287 
75 169.665 
76 48.854 
77 -65.8199 
78 165.35 
79 50.676 
80 -73.8395 
81 -80.9477 
82 164.379 
83 39.8631 
84 -156.437 
85 -38.3848 
86 73.3882 
87 134.635 
88 19.2722 
89 -102.92 
90 138.734 
91 16.5416 
92 -105.903 
93 -99.5602 
94 138.248 
95 15.8025 
96 -173.47 
97 61.7615 
98 -55.8156 
99 133.449 
100 -109.796 
101 7.55954 
102 173.835 
103 45.8862 
104 -75.9358 
105 168.979 
106 47.1573 
107 -63.0718 
108 -80.6613 
109 157.517 
110 47.2876 
111 149.514 
112 33.1559 
113 -82.0309 
114 69.2352 
115 -163.789 
116 -37.7682 
ITEM: TIMESTEP
39450
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -160.003 
2 85.5574 
3 -33.5043 
4 172.839 
5 50.5134 
6 -67.7321 
7 160.585 
8 42.3398 
9 -77.0892 
10 -75.4689 
11 166.286 
12 46.8565 
13 163.939 
14 -70.559 
15 41.9476 
16 -165.962 
17 67.7327 
18 -48.9316 
19 -177.69 
20 -177.648 
21 56.4404 
22 -52.4589 
23 -63.8039 
24 170.284 
25 61.3848 
26 57.121 
27 -68.7909 
28 167.759 
29 48.2819 
30 -64.7108 
31 169.136 
32 -62.5067 
33 54.558 
34 -179.024 
35 -58.3199 
36 60.7564 
37 163.592 
38 42.092 
39 -83.8631 
40 162.911 
41 36.9555 
42 -75.5893 
43 -80.3607 
44 153.684 
45 41.1395 
46 164.276 
47 40.1754 
48 -77.7256 
49 170.156 
50 56.4952 
51 -59.7408 
52 28.8968 
53 -93.0738 
54 150.395 
55 28.4248 
56 -85.3295 
57 152.7 
58 -103.473 
59 10.7631 
60 -148.788 
61 -19.3732 
62 94.3825 
63 -177.644 
64 53.5054 
65 -59.3039 
66 166.441 
67 53.6322 
68 -64.7077 
69 -78.2825 
70 168.908 
71 50.5683 
72 -173.341 
73 71.332 
74 -59.2192 
75 131.883 
76 3.19561 
77 -113.064 
78 122.947 
79 6.68682 
80 -108.366 
81 -113.954 
82 129.786 
83 14.7331 
84 169.891 
85 -63.1706 
86 52.1058 
87 144.743 
88 21.9702 
89 -95.5127 
90 149.078 
91 31.5956 
92 -88.1486 
93 -95.5219 
94 146.995 
95 27.2511 
96 -179.822 
97 51.181 
98 -59.7222 
99 140.719 
100 -95.9976 
101 27.2602 
102 171.597 
103 51.4577 
104 -73.6668 
105 170.316 
106 45.1919 
107 -69.5443 
108 -68.8224 
109 166.053 
110 51.3169 
111 175.218 
112 56.3944 
113 -58.7076 
114 35.3692 
115 156.195 
116 -80.0861 
ITEM: TIMESTEP
39500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -136.174 
2 114.023 
3 -7.70576 
4 -168.419 
5 69.8595 
6 -47.5772 
7 -177.03 
8 65.5328 
9 -55.3089 
10 -59.457 
11 -176.894 
12 62.2646 
13 -173.893 
14 -52.7258 
15 67.1978 
16 -163.905 
17 84.7654 
18 -40.8431 
19 -176.591 
20 177.759 
21 65.3893 
22 -61.7959 
23 -57.3994 
24 -169.769 
25 63.0456 
26 62.9642 
27 -49.4056 
28 167.404 
29 44.4271 
30 -77.6951 
31 158.333 
32 -82.6684 
33 36.3541 
34 154.061 
35 -83.1849 
36 33.2834 
37 155.683 
38 28.0457 
39 -90.0771 
40 157.156 
41 39.0334 
42 -75.2066 
43 -86.2965 
44 155.581 
45 41.3406 
46 158.89 
47 38.2006 
48 -81.654 
49 163.511 
50 48.4681 
51 -63.347 
52 37.4797 
53 -74.4704 
54 166.241 
55 54.2904 
56 -78.63 
57 169.42 
58 -72.4019 
59 49.9115 
60 -140.921 
61 -29.8172 
62 98.8447 
63 170.391 
64 48.9226 
65 -67.5274 
66 153.725 
67 37.2748 
68 -84.8063 
69 -88.4268 
70 155.123 
71 33.042 
72 -173.995 
73 67.2774 
74 -47.429 
75 122.944 
76 5.19711 
77 -119.275 
78 125.713 
79 1.24105 
80 -116.54 
81 -117.318 
82 118.21 
83 0.429542 
84 155.443 
85 -91.0061 
86 34.6613 
87 151.963 
88 39.9325 
89 -88.7612 
90 156.845 
91 28.1517 
92 -91.1241 
93 -77.2916 
94 154.015 
95 34.739 
96 157.359 
97 36.9392 
98 -84.4285 
99 172.166 
100 -71.9673 
101 48.5024 
102 179.599 
103 54.8322 
104 -66.2265 
105 172.361 
106 51.3023 
107 -62.8724 
108 -57.4455 
109 -178.504 
110 67.3211 
111 -161.991 
112 76.7919 
113 -44.3574 
114 -66.003 
115 52.783 
116 -174.157 
ITEM: TIMESTEP
39550
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -34.0876 
2 -148.258 
3 95.4826 
4 -155.739 
5 83.5276 
6 -37.9767 
7 -163.162 
8 75.3341 
9 -42.4287 
10 -45.1641 
11 -166.668 
12 75.5689 
13 -152.046 
14 -27.3384 
15 87.4768 
16 179.512 
17 50.2714 
18 -64.4952 
19 -169.671 
20 -153.939 
21 75.5293 
22 -40.394 
23 -41.0337 
24 -171.565 
25 72.5113 
26 76.7841 
27 -53.7476 
28 144.292 
29 38.7612 
30 -85.9869 
31 164.669 
32 -80.3003 
33 40.3758 
34 137.009 
35 -100.323 
36 10.2346 
37 151.075 
38 30.6787 
39 -83.2572 
40 142.935 
41 28.9988 
42 -96.6689 
43 -95.6374 
44 150.427 
45 24.7589 
46 150.815 
47 26.7873 
48 -83.0904 
49 -178.656 
50 65.4327 
51 -50.8786 
52 53.2849 
53 -65.6143 
54 178.601 
55 59.7014 
56 -65.2501 
57 175.851 
58 -41.0459 
59 70.4301 
60 -161.875 
61 -39.5841 
62 77.8844 
63 166.674 
64 38.1058 
65 -78.6262 
66 150.524 
67 33.792 
68 -80.9074 
69 -93.5604 
70 149.708 
71 35.0083 
72 -176.83 
73 65.6436 
74 -49.0263 
75 130.252 
76 9.37117 
77 -99.5902 
78 133.889 
79 24.928 
80 -105.23 
81 -113.757 
82 137.282 
83 7.12421 
84 149.838 
85 -93.2766 
86 19.5729 
87 144.897 
88 19.6916 
89 -93.7525 
90 143.222 
91 29.7781 
92 -91.5719 
93 -92.9541 
94 153.602 
95 32.2518 
96 156.792 
97 34.1362 
98 -83.3139 
99 -179.139 
100 -54.3835 
101 64.2363 
102 -172.406 
103 70.084 
104 -50.4772 
105 -175.162 
106 64.2769 
107 -57.6516 
108 -59.6614 
109 179.777 
110 57.8489 
111 -154.544 
112 83.7884 
113 -24.1848 
114 -97.4734 
115 19.2384 
116 142.541 
ITEM: TIMESTEP
39600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 91.7537 
2 -20.4911 
3 -141.322 
4 -171.604 
5 63.4423 
6 -51.5558 
7 175.989 
8 60.9913 
9 -59.0567 
10 -65.6286 
11 179.373 
12 59.3252 
13 -153.692 
14 -31.9591 
15 91.9233 
16 160.881 
17 45.5961 
18 -72.3964 
19 -168.307 
20 -165.879 
21 82.0984 
22 -51.9837 
23 -41.6542 
24 -153.676 
25 72.2414 
26 77.7972 
27 -34.2251 
28 143.466 
29 12.7423 
30 -103.158 
31 -163.424 
32 -50.851 
33 72.1893 
34 126.616 
35 -112.198 
36 14.9846 
37 145.963 
38 23.509 
39 -99.9592 
40 156.632 
41 33.1633 
42 -80.9146 
43 -86.6854 
44 149.846 
45 35.7685 
46 141.714 
47 21.1353 
48 -107.982 
49 -161.446 
50 80.0698 
51 -43.2334 
52 52.1992 
53 -61.7499 
54 175.37 
55 61.4214 
56 -63.1784 
57 -177.128 
58 -34.8591 
59 90.8551 
60 -176.451 
61 -46.261 
62 70.7405 
63 168.524 
64 36.0173 
65 -78.4676 
66 155.626 
67 41.1415 
68 -71.867 
69 -72.9426 
70 172.573 
71 59.564 
72 -175.36 
73 64.9288 
74 -61.4211 
75 139.249 
76 15.5277 
77 -101.983 
78 139.606 
79 22.0953 
80 -96.6732 
81 -97.7687 
82 144.721 
83 25.9522 
84 141.535 
85 -97.217 
86 19.6777 
87 143.171 
88 28.5863 
89 -95.4667 
90 154.8 
91 30.7467 
92 -90.6157 
93 -97.9997 
94 137.947 
95 16.5849 
96 163.08 
97 45.6177 
98 -71.8813 
99 -178.676 
100 -64.9495 
101 56.1975 
102 -172.973 
103 65.6465 
104 -48.2837 
105 -175.929 
106 70.1408 
107 -54.5488 
108 -51.9763 
109 -165.906 
110 69.404 
111 -163.775 
112 76.0192 
113 -48.3997 
114 6.36206 
115 125.617 
116 -116.143 
ITEM: TIMESTEP
39650
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 152.956 
2 42.5348 
3 -76.0658 
4 163.889 
5 42.7055 
6 -75.5768 
7 149.972 
8 31.6897 
9 -88.8449 
10 -83.7346 
11 157.983 
12 37.4485 
13 -160.297 
14 -37.6932 
15 78.9668 
16 159.299 
17 30.9262 
18 -89.7763 
19 176.697 
20 -173.678 
21 74.6984 
22 -54.1 
23 -56.9245 
24 -168.548 
25 62.6537 
26 57.1189 
27 -54.5045 
28 167.473 
29 47.9875 
30 -70.3993 
31 -163.844 
32 -49.3862 
33 67.685 
34 125.246 
35 -110.889 
36 8.18867 
37 139.923 
38 21.2681 
39 -89.8968 
40 142.505 
41 31.3397 
42 -98.8403 
43 -99.9244 
44 148.911 
45 18.7308 
46 161.996 
47 41.7065 
48 -75.6285 
49 -174.737 
50 60.955 
51 -49.7838 
52 65.9449 
53 -55.4256 
54 175.87 
55 54.4991 
56 -62.5236 
57 176.106 
58 -56.508 
59 59.4821 
60 -163.508 
61 -37.6465 
62 86.5322 
63 178.167 
64 49.8685 
65 -68.1649 
66 174.014 
67 55.9805 
68 -57.6871 
69 -69.0571 
70 172.909 
71 59.2418 
72 -174.825 
73 56.256 
74 -55.3174 
75 152.247 
76 34.0264 
77 -89.1324 
78 159.172 
79 36.0134 
80 -82.6072 
81 -89.1712 
82 147.67 
83 29.0494 
84 152.541 
85 -89.0768 
86 31.438 
87 154.655 
88 26.0638 
89 -82.1684 
90 146.942 
91 38.7094 
92 -84.4676 
93 -87.9966 
94 163.771 
95 40.5942 
96 164.743 
97 44.7259 
98 -71.7291 
99 170.434 
100 -60.5768 
101 45.669 
102 -177.771 
103 55.952 
104 -52.9612 
105 -179.798 
106 71.2889 
107 -53.5205 
108 -61.7078 
109 -170.621 
110 64.5696 
111 176.649 
112 49.4446 
113 -66.0869 
114 28.7913 
115 152.859 
116 -95.8218 
ITEM: TIMESTEP
39700
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 -80.6181 
2 165.696 
3 45.9509 
4 160.15 
5 34.9582 
6 -86.6598 
7 142.734 
8 21.1164 
9 -92.0735 
10 -90.8689 
11 147.513 
12 34.3233 
13 175.989 
14 -58.9044 
15 64.3415 
16 156.724 
17 38.7512 
18 -73.2569 
19 168.317 
20 179.017 
21 54.3143 
22 -72.4547 
23 -66.0584 
24 169.239 
25 42.4697 
26 59.7885 
27 -64.9145 
28 -167.954 
29 70.8341 
30 -50.2536 
31 -178.519 
32 -64.9728 
33 58.5502 
34 131.781 
35 -108.052 
36 10.5032 
37 169.852 
38 52.2675 
39 -63.4892 
40 175.928 
41 60.1714 
42 -66.4869 
43 -66.1548 
44 178.089 
45 51.4302 
46 173.593 
47 55.1189 
48 -59.5161 
49 153.842 
50 34.3042 
51 -84.9834 
52 58.0841 
53 -51.547 
54 175.309 
55 65.6778 
56 -73.0779 
57 177.291 
58 -80.822 
59 38.1005 
60 -136.584 
61 -25.0465 
62 101.471 
63 -169.536 
64 74.9481 
65 -42.6773 
66 -165.499 
67 76.8756 
68 -49.9827 
69 -53.553 
70 -171.178 
71 61.9632 
72 -177.315 
73 64.8239 
74 -57.5624 
75 158.344 
76 36.2423 
77 -80.2632 
78 148.456 
79 31.9501 
80 -89.4432 
81 -92.8116 
82 150.683 
83 29.2897 
84 -178.261 
85 -57.2156 
86 62.0924 
87 146.734 
88 30.3945 
89 -97.4573 
90 153.79 
91 25.9378 
92 -89.8708 
93 -91.2729 
94 140.875 
95 25.0667 
96 162.838 
97 47.5651 
98 -87.3363 
99 163.227 
100 -82.2775 
101 43.8336 
102 -172.052 
103 64.7306 
104 -41.6883 
105 -175.965 
106 77.6159 
107 -52.7479 
108 -62.4138 
109 -168.833 
110 60.8035 
111 168.862 
112 47.8073 
113 -66.1708 
114 -23.5426 
115 96.0698 
116 -147.675 
ITEM: TIMESTEP
39750
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 17.1281 
2 -92.4469 
3 150.697 
4 -179.136 
5 61.1169 
6 -53.8482 
7 173.63 
8 58.6646 
9 -66.6235 
10 -70.3932 
11 174.642 
12 49.3536 
13 164.046 
14 -75.4763 
15 41.457 
16 163.785 
17 36.6278 
18 -85.7477 
19 174.783 
20 178.872 
21 62.3124 
22 -59.3237 
23 -63.2756 
24 -179.835 
25 58.5287 
26 52.9788 
27 -63.5808 
28 -177.727 
29 62.0008 
30 -58.4764 
31 157.257 
32 -83.7409 
33 36.1534 
34 160.009 
35 -89.056 
36 31.6801 
37 -167.872 
38 79.563 
39 -44.5653 
40 -159.866 
41 76.0057 
42 -47.3006 
43 -40.6082 
44 -164.737 
45 71.9572 
46 176.168 
47 71.3173 
48 -55.6494 
49 164.402 
50 37.5524 
51 -81.7672 
52 46.0096 
53 -75.5088 
54 160.583 
55 39.065 
56 -81.7448 
57 156.737 
58 -75.6914 
59 36.3262 
60 -134.76 
61 -17.9723 
62 99.8389 
63 173.74 
64 53.7697 
65 -54.9961 
66 173.951 
67 65.1855 
68 -66.0781 
69 -56.1688 
70 -164.935 
71 63.8019 
72 -178.363 
73 65.2605 
74 -53.2105 
75 165.82 
76 36.0444 
77 -81.2917 
78 148.535 
79 31.1988 
80 -81.6899 
81 -88.7762 
82 153.888 
83 40.9991 
84 -149.415 
85 -21.1696 
86 97.557 
87 121.301 
88 -8.40193 
89 -117.001 
90 113.365 
91 4.76507 
92 -116.933 
93 -131.716 
94 119.685 
95 -2.01314 
96 152.92 
97 25.4447 
98 -81.5309 
99 172.294 
100 -58.6331 
101 52.3781 
102 -178.691 
103 57.1103 
104 -55.1504 
105 176.985 
106 64.7245 
107 -58.8165 
108 -56.3966 
109 -168.657 
110 67.8017 
111 179.875 
112 58.2435 
113 -64.4947 
114 -54.0326 
115 69.5244 
116 -177.278 
ITEM: TIMESTEP
39800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 87.9982 
2 -27.1482 
3 -145.801 
4 -150.76 
5 87.4668 
6 -30.7842 
7 -163.486 
8 78.2631 
9 -41.7129 
10 -41.9395 
11 -160.191 
12 79.8334 
13 159.936 
14 -77.7924 
15 39.0869 
16 162.014 
17 48.6796 
18 -73.5547 
19 -161.647 
20 -162.749 
21 65.4477 
22 -48.416 
23 -40.9806 
24 -172.784 
25 73.3522 
26 84.0204 
27 -47.783 
28 155.809 
29 34.5825 
30 -81.6263 
31 176.819 
32 -58.7129 
33 54.0725 
34 175.306 
35 -70.8799 
36 42.8557 
37 171.838 
38 54.6221 
39 -60.9757 
40 176.488 
41 60.8903 
42 -66.2963 
43 -67.1376 
44 177.265 
45 50.078 
46 174.361 
47 68.9011 
48 -51.9395 
49 -163.687 
50 70.2911 
51 -48.3051 
52 23.2209 
53 -85.2744 
54 132.388 
55 23.8931 
56 -112.576 
57 138.929 
58 -54.552 
59 55.4487 
60 -162.002 
61 -46.7066 
62 74.7916 
63 147.53 
64 33.7494 
65 -91.6116 
66 156.926 
67 31.5646 
68 -89.2942 
69 -79.9906 
70 154.648 
71 33.7895 
72 173.451 
73 63.6236 
74 -53.4372 
75 168.437 
76 47.2073 
77 -69.1145 
78 158.761 
79 42.4395 
80 -80.0087 
81 -82.588 
82 161.09 
83 38.642 
84 -145.535 
85 -30.849 
86 92.6851 
87 110.374 
88 -5.60011 
89 -134.712 
90 111.721 
91 -17.3904 
92 -132.304 
93 -130.428 
94 100.46 
95 -14.4536 
96 149.411 
97 34.2293 
98 -94.2629 
99 163.675 
100 -76.8382 
101 47.2488 
102 -166.29 
103 68.7208 
104 -47.7124 
105 -163.439 
106 80.1276 
107 -38.4501 
108 -54.7476 
109 -171.181 
110 70.2416 
111 -168.681 
112 69.0533 
113 -48.0049 
114 -0.472275 
115 123.169 
116 -122.777 
ITEM: TIMESTEP
39850
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 32.299 
2 -79.1013 
3 163.331 
4 -146.137 
5 92.3348 
6 -26.5019 
7 -152.572 
8 88.591 
9 -31.044 
10 -32.8688 
11 -151.705 
12 88.6596 
13 167.609 
14 -73.0028 
15 47.63 
16 179.803 
17 56.9684 
18 -64.6353 
19 -146.854 
20 -157.538 
21 85.8013 
22 -25.981 
23 -38.9648 
24 -155.625 
25 92.5924 
26 81.5884 
27 -35.0721 
28 153.078 
29 32.4148 
30 -92.7684 
31 -174.186 
32 -49.3049 
33 77.3911 
34 162.647 
35 -79.9347 
36 40.1107 
37 154.012 
38 38.5312 
39 -80.8193 
40 160.263 
41 40.9123 
42 -84.2559 
43 -79.813 
44 160.836 
45 35.6682 
46 172.492 
47 48.8672 
48 -59.5629 
49 -144.04 
50 88.9009 
51 -27.2274 
52 29.7777 
53 -95.8307 
54 154.125 
55 28.5161 
56 -101.758 
57 132.634 
58 -32.4627 
59 88.8025 
60 179.986 
61 -60.3497 
62 57.2063 
63 128.727 
64 5.43239 
65 -111.993 
66 131.623 
67 14.1978 
68 -105.082 
69 -108.814 
70 133.761 
71 14.481 
72 172.769 
73 61.5005 
74 -61.8359 
75 157.778 
76 36.9686 
77 -85.2885 
78 154.581 
79 32.3238 
80 -84.6093 
81 -83.7283 
82 154.015 
83 37.0815 
84 -165.684 
85 -45.2646 
86 75.5823 
87 125.978 
88 0.0515286 
89 -110.768 
90 121.422 
91 10.6018 
92 -112.652 
93 -119.648 
94 129.532 
95 6.27781 
96 158.738 
97 32.3434 
98 -83.5221 
99 146.785 
100 -83.728 
101 28.5664 
102 -164.608 
103 77.7739 
104 -39.9949 
105 -162.897 
106 79.3342 
107 -45.2791 
108 -44.2925 
109 -162.061 
110 73.3255 
111 -165.384 
112 78.5817 
113 -41.6266 
114 47.9761 
115 170.861 
116 -75.8519 
ITEM: TIMESTEP
39900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 9.47198 
2 -104.768 
3 140.691 
4 -175.534 
5 61.2531 
6 -58.5877 
7 172.448 
8 52.6071 
9 -64.3388 
10 -72.2986 
11 167.861 
12 50.9148 
13 168.369 
14 -68.2857 
15 47.8856 
16 -155.134 
17 81.8174 
18 -28.0283 
19 -148.658 
20 -149.449 
21 88.7444 
22 -26.9539 
23 -36.2728 
24 -158.08 
25 86.2221 
26 88.8469 
27 -32.9599 
28 168.358 
29 45.8294 
30 -66.4114 
31 -169.204 
32 -42.6655 
33 67.959 
34 148.58 
35 -85.285 
36 36.6573 
37 160.235 
38 39.9164 
39 -74.5878 
40 158.139 
41 43.6346 
42 -81.5422 
43 -84.0007 
44 161.495 
45 36.3184 
46 165.16 
47 43.2033 
48 -90.1719 
49 -154.36 
50 83.6823 
51 -39.4714 
52 36.259 
53 -77.4482 
54 156.353 
55 42.646 
56 -73.3594 
57 172.933 
58 -40.086 
59 79.0029 
60 171.46 
61 -70.6222 
62 43.1687 
63 140.714 
64 15.5307 
65 -98.0811 
66 145.397 
67 31.7851 
68 -89.4201 
69 -101.306 
70 145.082 
71 23.8772 
72 177.155 
73 56.8825 
74 -60.083 
75 165.2 
76 44.4804 
77 -69.5555 
78 164.266 
79 50.2304 
80 -75.0138 
81 -74.9314 
82 171.033 
83 45.7885 
84 170.561 
85 -68.8797 
86 49.9408 
87 145.151 
88 34.2341 
89 -94.5647 
90 158.668 
91 29.8695 
92 -90.4143 
93 -85.5023 
94 145.699 
95 25.415 
96 147.423 
97 23.3955 
98 -92.3819 
99 176.612 
100 -71.0811 
101 56.0355 
102 170.128 
103 49.2536 
104 -71.1851 
105 167 
106 46.5612 
107 -72.1257 
108 -66.6454 
109 172.916 
110 54.2291 
111 177.767 
112 60.0101 
113 -63.1622 
114 28.8494 
115 146.433 
116 -90.5234 
ITEM: TIMESTEP
39950
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 90.9036 
2 -25.0157 
3 -145.764 
4 168.26 
5 49.4465 
6 -68.4588 
7 167.376 
8 49.471 
9 -73.8104 
10 -71.2562 
11 170.839 
12 47.5571 
13 177.043 
14 -68.6589 
15 55.8545 
16 -151.496 
17 89.3954 
18 -33.6524 
19 -158.516 
20 -163.096 
21 86.2448 
22 -37.8839 
23 -39.3203 
24 -149.979 
25 85.8921 
26 76.2719 
27 -34.387 
28 178.571 
29 51.8033 
30 -65.3993 
31 -151.027 
32 -37.959 
33 89.3282 
34 152.905 
35 -78.7285 
36 46.3288 
37 159.93 
38 30.4742 
39 -83.2202 
40 156.503 
41 42.8089 
42 -74.0414 
43 -88.14 
44 158.166 
45 41.3154 
46 155.523 
47 23.0999 
48 -89.823 
49 -150.657 
50 96.5061 
51 -25.2848 
52 51.4123 
53 -65.4463 
54 179.055 
55 62.196 
56 -66.4129 
57 176.728 
58 -47.6465 
59 66.5076 
60 153.919 
61 -91.0372 
62 29.0371 
63 155.081 
64 41.1112 
65 -86.0009 
66 159.777 
67 32.6647 
68 -86.2535 
69 -84.5576 
70 148.33 
71 29.412 
72 170.66 
73 43.1508 
74 -75.4783 
75 153.807 
76 36.7651 
77 -81.3755 
78 165.949 
79 47.8081 
80 -77.0096 
81 -78.197 
82 163.662 
83 38.8447 
84 161.52 
85 -78.2908 
86 40.8224 
87 148.869 
88 19.5044 
89 -85.7873 
90 146.396 
91 41.1039 
92 -84.2402 
93 -93.9457 
94 160.763 
95 35.4185 
96 176.018 
97 58.0203 
98 -63.6767 
99 164.222 
100 -65.461 
101 42.176 
102 163.558 
103 43.578 
104 -78.6144 
105 171.838 
106 49.6459 
107 -68.1815 
108 -78.5129 
109 159.295 
110 41.4674 
111 165.586 
112 41.8213 
113 -78.1297 
114 -21.5389 
115 103.158 
116 -142.107 
ITEM: TIMESTEP
40000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.2399916446225905e+01 2.2399916446225905e+01
-1.1128071838990754e+01 1.1128071838990754e+01
-1.1128071838990754e+01 1.1128071838990754e+01
ITEM: ENTRIES index c_dphi
1 48.5829 
2 -72.889 
3 171.327 
4 177.311 
5 54.0421 
6 -71.3849 
7 176.361 
8 50.9339 
9 -60.3699 
10 -71.388 
11 163.185 
12 51.8813 
13 -176.544 
14 -47.4279 
15 64.7193 
16 -148.349 
17 84.2404 
18 -29.804 
19 -149.021 
20 -137.822 
21 97.0656 
22 -22.4332 
